apt_id,region_cod,addr,primary_no,sub_no,apt_title,n_apt_titl,lat,lon,sectors,constructi,completion,households,heating_sy,heating_re,max_floor,min_floor,parking_ca,parking_lo,community,min_area_s,max_area_s,min_area_u,max_area_u,addr_stree,addr_short,executor,homepage,telno,category1,category2,available_,ncode,in_use,deal_cnt,lease_cnt,rent_cnt,sido_code,dong_code,gubun,join_key,area_suppl,ratio_10,ratio_20,ratio_30,ratio_40,ratio_50
"1165010610","11650",서울시 서초구 잠원동 50-1,"50","1",잠원동,롯데캐슬갤럭시2차,37.518662999999997,127.016434000000004,8동,롯데건설주식회사,"2004","428",지역난방,열병합,28층,10층,"1.99","-","0","128.98","168.28","109.56","148.86",서울시 서초구 잠원로14길 23,서울시 서초구 잠원동,,,,,,,"8502","1","16","8","13","11","1165010600",아파트,"1165000500001","46",0.038863976083707,0.107968264918936,0.181096929975851,0.262274347476136,0.227549729791879
"1165010827","11650",서울시 서초구 서초동 1445-14,"1445","14",서초동,더샵서초,37.484115000000003,127.018344999999997,3동,(주)포스코건설,"2006","329",지역난방,열병합,32층,20층,"3.42","-","1","43.93","286.95","30.39","235.86",서울시 서초구 서초중앙로2길 21,서울시 서초구 서초동,,,,,,,"12232","1","16","13","2","11","1165010800",아파트,"1165014450014","14",0.034690634076834,0.110730531046199,0.185729160957965,0.229681591494491,0.214446210335945
"1165010647","11650",서울시 서초구 잠원동 161,"161","0",잠원동,래미안신반포리오센트,37.518478000000002,127.013762000000000,6동,삼성물산㈜,"2019","475",지역난방,열병합,32층,15층,"1.81","0","1","85.91","172.8","59.92","133.37",서울시 서초구 잠원로14길 32,서울시 서초구 잠원동,,,,,,,"114533","1","39","17","9","11","1165010600",아파트,"1165001610000","52",0.052351983548967,0.110359009510752,0.177448376317367,0.250963927684001,0.219861194413501
"1165010828","11650",서울시 서초구 서초동 1445-4,"1445","4",서초동,래미안서초유니빌,37.484561999999997,127.016914999999997,1동,삼성물산(주),"2003","440",개별난방,도시가스,24층,18층,"0.82","-","1","46.34","90.38","34.05","66.41",서울시 서초구 서초중앙로 26,서울시 서초구 서초동,,,,,,,"11539","1","18","8","7","11","1165010800",아파트,"1165014450004","18",0.038869868463529,0.143398851499735,0.179408836086370,0.213250037510402,0.199277981622178
"1165010858","11650",서울시 서초구 서초동 1582-3,"1582","3",서초동,서초센트럴아이파크,37.486803999999999,127.011758000000000,2동,현대산업개발(주),"2020","318",개별난방,도시가스,33층,33층,"1.14","0","1","104.92","107.07","80.5","80.59",서울시 서초구 반포대로18길 36,서울시 서초구 서초동,,,,,,,"118791","1","15","20","16","11","1165010800",아파트,"1165015820003","31",0.061433257352532,0.143158948129204,0.194918552287762,0.218963696002668,0.193945627397564
"1165010718","11650",서울시 서초구 반포동 60-5,"60","5",반포동,반포미도2차,37.502504000000002,127.007462000000004,3동,한보주택건설,"1989","435",지역난방,열병합,15층,15층,"1","-","0","76.99","92.94","59.07","71.49",서울시 서초구 사평대로 240,서울시 서초구 반포동,,,,,,,"445","1","14","17","11","11","1165010700",아파트,"1165000600005","28",0.043150781359989,0.145924257356046,0.182669294664226,0.227720681402224,0.202308883570322
"1165010130","11650",서울시 서초구 방배동 866-20,"866","20",방배동,방배대우디오빌,37.485970999999999,126.984240999999997,1동,(주)대우건설,"2005","412",개별난방,도시가스,22층,4층,"1.06","-","0","38.67","50.51","28.84","37.67",서울시 서초구 서초대로 17,서울시 서초구 방배동,,,,,,,"19698","1","24","6","2","11","1165010100",아파트,"1165008660020","12",0.036313465783664,0.107615894039735,0.189679911699779,0.225827814569536,0.209326710816776
"1165010608","11650",서울시 서초구 잠원동 49-8,"49","8",잠원동,한강,37.521490999999997,127.015231000000000,5동,한신공영(주),"1989","450",지역난방,열병합,15층,11층,"1","-","0","94.84","103.75","76.68","84.53",서울시 서초구 잠원로 213-10,서울시 서초구 잠원동,,,,,,,"541","1","12","24","11","11","1165010600",아파트,"1165000490008","31",0.036038836371615,0.105977217458083,0.188696494852901,0.245945402351393,0.222925161361102
"1165010134","11650",서울시 서초구 방배동 906-13,"906","13",방배동,방배서리풀e-편한세상,37.484312000000003,126.998446999999999,9동,대림산업(주),"2010","496",개별난방,도시가스,15층,8층,"1.88","-","1","83.92","210.7","59.94","164.46",서울시 서초구 효령로33길 50,서울시 서초구 방배동,,,,,,,"25778","1","16","5","10","11","1165010100",아파트,"1165009060013","33",0.044882860665845,0.122071516646118,0.171393341553640,0.226633785450065,0.204685573366217
"1165010123","11650",서울시 서초구 방배동 770-1,"770","1",방배동,삼호1차,37.495334999999997,126.987686999999994,3동,삼호,"1975","419",지역난방,열병합,12층,12층,"2.38","-","0","80.85","164.16","78.02","162.77",서울시 서초구 방배로43길 5,서울시 서초구 방배동,,,,,,,"947","1","23","21","18","11","1165010100",아파트,"1165007700001","24",0.091298891445305,0.118977898626508,0.144042390016036,0.236840270515235,0.203165307118456
"1165010120","11650",서울시 서초구 방배동 754-1,"754","1",방배동,롯데캐슬헤론,37.496713000000000,126.984468000000007,5동,롯데건설(주),"2006","337",개별난방,도시가스,29층,12층,"2.32","-","0","115.58","211.3","95.66","174.89",서울시 서초구 동광로1길 112,서울시 서초구 방배동,,,,,,,"25726","1","18","2","2","11","1165010100",아파트,"1165007540001","35",0.047008408271921,0.120426581826446,0.165048858877382,0.231941693990845,0.215839366295491
"1165010820","11650",서울시 서초구 서초동 1346,"1346","0",서초동,현대,37.485942000000001,127.023522999999997,5동,현대산업개발,"1989","412",지역난방,열병합,15층,3층,"1","-","-","91.52","109.27","62.05","84.8",서울시 서초구 효령로72길 14,서울시 서초구 서초동,,,,,,,"840","1","16","11","4","11","1165010800",아파트,"1165013460000","31",0.035114883733790,0.108026654132219,0.184919954654795,0.245970083225038,0.217408134487238
"1165010301","11650",서울시 서초구 우면동 57,"57","0",우면동,대림,37.473128000000003,127.023475000000005,6동,대림산업,"1995","412",중앙난방,도시가스,15층,14층,"1.58","-","0","155.59","155.59","130.89","130.89",서울시 서초구 바우뫼로7길 51,서울시 서초구 우면동,,,,,,,"507","1","18","7","0","11","1165010300",아파트,"1165000570000","47",0.025341130604288,0.091872192558691,0.156623442664632,0.221798457496397,0.217137045512330
"1165010721","11650",서울시 서초구 반포동 70-1,"70","1",반포동,한신서래,37.499290000000002,127.000860000000003,4동,한신공영(주),"1987","414",지역난방,열병합,12층,8층,"1.29","-","1","67.44","175.47","45.72","147.67",서울시 서초구 사평대로28길 31,서울시 서초구 반포동,,,,,,,"459","1","11","7","2","11","1165010700",아파트,"1165000700001","27",0.034233048057933,0.112310730743909,0.201579986833441,0.252534562211979,0.211454904542460
"1165010112","11650",서울시 서초구 방배동 2525,"2525","0",방배동,방배우성,37.474417000000003,126.982972000000004,9동,우성건설(주),"1989","468",개별난방,도시가스,12층,12층,"1","-","0","98.62","138.46","80.2","117.19",서울시 서초구 방배선행길 1,서울시 서초구 방배동,,,,,,,"471","1","11","4","2","11","1165010100",아파트,"1165025250000","41",0.027500293806558,0.162533787754143,0.203020331413797,0.205723351745211,0.205899635679869
"1165010302","11650",서울시 서초구 우면동 59,"59","0",우면동,동고,37.471401000000000,127.023757000000003,5동,(주)동양고속건설,"1995","330",개별난방,도시가스,15층,12층,"0.85","-","0","96.98","105.47","77.14","84.96",서울시 서초구 바우뫼로7길 29,서울시 서초구 우면동,,,,,,,"508","1","5","6","3","11","1165010300",아파트,"1165000590000","29",0.027934936350778,0.098656294200849,0.167432814710043,0.221888260254597,0.205622347949081
"1165010635","11650",서울시 서초구 잠원동 65-32,"65","32",잠원동,신반포7차,37.512227000000003,127.008577000000002,3동,한신공영(주),"1980","320",지역난방,열병합,10층,10층,"1","-","0","116.4","153.62","107.29","140.04",서울시 서초구 잠원로 88,서울시 서초구 잠원동,,,,,,,"535","1","14","21","1","11","1165010600",재건축,"1165000650032","46",0.071199343234570,0.123442047914023,0.170535114560788,0.235316068363311,0.197253526382565
"1165010310","11650",서울시 서초구 우면동 737,"737","0",우면동,서초네이처힐6단지,37.461494999999999,127.026712000000003,7동,(주)태영건설,"2013","382",개별난방,도시가스,17층,7층,"1.12","-","0","81.93","155.53","59.99","114.98",서울시 서초구 태봉로2길 30,서울시 서초구 우면동,,,,,,,"105172","1","2","1","0","11","1165010300",아파트,"1165007370000","24",0.086753886614068,0.099204367655381,0.161323612636905,0.257731615566429,0.192216784846365
"1165010840","11650",서울시 서초구 서초동 1593-7,"1593","7",서초동,서초이오빌,37.486601999999998,127.012986999999995,1동,경남기업(주),"2003","462",개별난방,도시가스,24층,24층,"0.72","-","0","48.96","78.09","36.66","58.48",서울시 서초구 효령로53길 45,서울시 서초구 서초동,,,,,,,"12234","1","11","2","0","11","1165010800",아파트,"1165015930007","14",0.050100248233721,0.146243078098148,0.199923620393355,0.225248233721596,0.197656100821081
"1165010118","11650",서울시 서초구 방배동 725,"725","0",방배동,삼호4차,37.497433999999998,126.989671999999999,6동,삼호주택,"1983","481",지역난방,열병합,13층,12층,"0","-","0","113.05","202.95","105.04","185.46",서울시 서초구 방배로 270,서울시 서초구 방배동,,,,,,,"470","1","8","4","1","11","1165010100",아파트,"1165007250000","61",0.047692093152977,0.094617208199693,0.175359085204295,0.245851345697950,0.225979640217543
"1165010103","11650",서울시 서초구 방배동 1011-1,"1011","1",방배동,임광3차,37.476287999999997,127.002686999999995,4동,임광토건(주),"1988","316",중앙난방,도시가스,10층,10층,"0","-","-","58.25","128.29","44.61","100.82",서울시 서초구 방배로2길 24-6,서울시 서초구 방배동,,,,,,,"474","1","11","1","1","11","1165010100",아파트,"1165010110001","26",0.069610624563134,0.110439537847949,0.168825295012539,0.176102956292914,0.195674519962171
"1165010104","11650",서울시 서초구 방배동 1015,"1015","0",방배동,"임광1,2차",37.476908000000002,127.002419000000003,6동,임광토건(주),"1985","418",중앙난방,도시가스,11층,11층,"1.1","-","0","116.28","160.67","84.78","136.38",서울시 서초구 방배로 14,서울시 서초구 방배동,,,,,,,"472","1","6","5","3","11","1165010100",아파트,"1165010150000","48",0.061861834237880,0.107855763039278,0.158679054364823,0.185769478428846,0.203845092447796
"1165010113","11650",서울시 서초구 방배동 2626,"2626","0",방배동,방배래미안,37.472679999999997,126.984172000000001,9동,삼성물산(주),"2003","303",개별난방,도시가스,10층,7층,"1.26","-","0","78.51","135.51","59.9","114.94",서울시 서초구 방배선행길 2,서울시 서초구 방배동,,,,,,,"9035","1","9","7","2","11","1165010100",아파트,"1165026260000","32",0.012796126577901,0.121390281860626,0.197129517551443,0.231194881549368,0.241743039944665
"1165010117","11650",서울시 서초구 방배동 485-3,"485","3",방배동,방배래미안타워,37.474840000000000,126.991264999999999,4동,삼성물산(주),"2005","344",개별난방,도시가스,22층,22층,"1.86","-","1","124.65","158.44","102.93","134.96",서울시 서초구 남부순환로 2183,서울시 서초구 방배동,,,,,,,"11139","1","15","6","3","11","1165010100",아파트,"1165004850003","38",0.062967946181243,0.098963197467354,0.142920459042344,0.205207756232689,0.202865057380295
"1165010108","11650",서울시 서초구 방배동 1038,"1038","0",방배동,대우효령,37.479788999999997,126.993674999999996,6동,대우(주),"1992","364",개별난방,도시가스,13층,11층,"1","-","0","97.39","97.39","84.91","84.91",서울시 서초구 효령로 84,서울시 서초구 방배동,,,,,,,"466","1","5","6","1","11","1165010100",아파트,"1165010380000","29",0.055197867541521,0.116752101701866,0.170678695919622,0.213368874307976,0.202501537830633
"1165010105","11650",서울시 서초구 방배동 1018-1,"1018","1",방배동,삼익,37.479458999999999,127.001480999999998,4동,삼익주택건설,"1981","408",중앙난방,도시가스,15층,12층,"1.08","-","0","94.54","163.47","88.26","151.54",서울시 서초구 효령로34길 79,서울시 서초구 방배동,,,,,,,"467","1","7","0","0","11","1165010100",아파트,"1165010180001","49",0.064771573604061,0.116367738296672,0.148087986463621,0.153299492385787,0.207061477721376
"1165010139","11650",서울시 서초구 방배동 988-1,"988","1",방배동,신동아,37.481268999999998,127.001343000000006,6동,신동아건설(주),"1982","493",중앙난방,도시가스,15층,13층,"1","1","0","109.43","199.34","102.65","175.14",서울시 서초구 효령로 164,서울시 서초구 방배동,,,,,,,"469","1","9","4","0","11","1165010100",아파트,"1165009880001","33",0.066566033667129,0.116810652721808,0.143792875722738,0.148631346280847,0.209267221046673
"1165010308","11650",서울시 서초구 우면동 720,"720","0",우면동,서초네이처힐4단지,37.463718000000000,127.026309999999995,7동,진흥기업(주),"2011","409",개별난방,도시가스,15층,14층,"1.14","-","0","115.84","163.44","84.61","114.93",서울시 서초구 태봉로2길 65,서울시 서초구 우면동,,,,,,,"103238","1","7","1","0","11","1165010300",아파트,"1165007200000","35",0.094968740696635,0.084310806787734,0.152902649598094,0.275141411134265,0.188151235486751
"1165010623","11650",서울시 서초구 잠원동 58-24,"58","24",잠원동,신반포11차,37.510286999999998,127.013648000000003,4동,한신공영(주),"1981","398",지역난방,열병합,12층,11층,"2","-","-","82.34","154.86","76.4","143.03",서울시 서초구 나루터로4길 61,서울시 서초구 잠원동,,,,,,,"520","1","1","0","0","11","1165010600",재건축,"1165000580024","24",0.008645533141210,0.117915465898176,0.192843419788665,0.266330451488955,0.241834774255525
"1165011103","11650",서울시 서초구 신원동 615,"615","0",신원동,서초포레스타7단지,37.448746999999997,127.056905999999998,10동,"한신공영(주), 에이스종합건설(주)","2013","310",개별난방,도시가스,7층,6층,"0","-","-","87.67","123.42","59.81","84.79",서울시 서초구 청계산로11길 7-12,서울시 서초구 신원동,,,,,,,"107069","1","2","0","0","11","1165011100",아파트,"1165006150000","26",0.029387260471105,0.109520563508293,0.186699992425963,0.237976217526319,0.200787699765204
"1165010639","11650",서울시 서초구 잠원동 71-1,"71","1",잠원동,블루힐하우스,37.511736999999997,127.006039000000001,1동,(주)청구,"1999","125",개별난방,도시가스,19층,14층,"1.03","-","-","80.07","113.1","59.85","84.54",서울시 서초구 잠원로 85,서울시 서초구 잠원동,,,,,,,"1168","1","8","22","16","11","1165010600",아파트,"1165000710001","34",0.066213434193517,0.121415234356297,0.175515871116004,0.235218078230476,0.199741465983625
"1165010848","11650",서울시 서초구 서초동 1681-8,"1681","8",서초동,서초롯데캐슬프레지던트,37.496912000000002,127.019738000000004,3동,롯데건설(주),"2014","280",지역난방,열병합,31층,25층,"1.53","-","-","111.05","187.11","84.97","149.45",서울시 서초구 서초중앙로24길 57,서울시 서초구 서초동,,,,,,,"104694","1","10","9","10","11","1165010800",아파트,"1165016810008","33",0.044020307178202,0.124542124542124,0.183824946982841,0.247927511085404,0.206477732793521
"1165010844","11650",서울시 서초구 서초동 1641-13,"1641","13",서초동,아남,37.492964999999998,127.020717000000005,2동,아남건설(주),"1988","166",지역난방,열병합,13층,11층,"0.92","-","0","92.08","103.18","71.1","84.96",서울시 서초구 사임당로23길 53,서울시 서초구 서초동,,,,,,,"485","1","1","6","1","11","1165010800",아파트,"1165016410013","31",0.027736747086821,0.101427868045298,0.191859510914163,0.271787296898078,0.229443623830624
"1165010724","11650",서울시 서초구 반포동 30-15,"30","15",반포동,반포센트레빌아스테리움,37.503301000000000,127.016171999999997,2동,동부건설(주),"2021","108",지역난방,열병합,20층,19층,"1.62","0","1","76.58","114.62","59.99","88.93",,서울시 서초구 반포동,,,,,,,"127833","1","2","7","7","11","1165010700",아파트,"1165000300015","31",0.061869436201780,0.116172106824925,0.197922848664687,0.269139465875369,0.199109792284865
"1165010632","11650",서울시 서초구 잠원동 61-2,"61","2",잠원동,신반포19차,37.514322000000000,127.010223999999994,2동,한신공영(주),"1982","242",지역난방,열병합,11층,11층,"0","-","0","88.42","120.96","80.25","109.88",서울시 서초구 잠원로8길 20,서울시 서초구 잠원동,,,,,,,"524","1","19","15","16","11","1165010600",재건축,"1165000610002","36",0.063212233369046,0.114395636505308,0.172737898120190,0.240917502678483,0.206632901529170
"1165010845","11650",서울시 서초구 서초동 1648-2,"1648","2",서초동,서초현대,37.491021000000003,127.019951000000006,2동,고려산업개발(주),"1999","299",지역난방,열병합,16층,8층,"1.17","-","0","72.72","144.29","53.01","114.84",서울시 서초구 사임당로19길 10,서울시 서초구 서초동,,,,,,,"3010","1","22","13","0","11","1165010800",아파트,"1165016480002","43",0.047636577823590,0.108378736563098,0.187380356353997,0.253791783242526,0.208511264909437
"1165010625","11650",서울시 서초구 잠원동 59-3,"59","3",잠원동,잠원현대훼밀리,37.509064000000002,127.012838000000002,1동,현대건설(주),"1997","113",개별난방,도시가스,17층,13층,"1","-","-","73.43","104.2","59.56","84.52",서울시 서초구 신반포로 261,서울시 서초구 잠원동,,,,,,,"546","1","6","3","0","11","1165010600",아파트,"1165000590003","22",0.052264381884944,0.115259077927375,0.164871481028150,0.251203590371275,0.210607915136677
"1165010830","11650",서울시 서초구 서초동 1454-29,"1454","29",서초동,서초한신,37.482481999999997,127.013844000000006,2동,한신공영(주),"2001","194",개별난방,도시가스,15층,8층,"1.46","-","0","113.63","147.27","84.99","115.3",서울시 서초구 남부순환로323길 38-15,서울시 서초구 서초동,,,,,,,"3408","1","7","4","4","11","1165010800",아파트,"1165014540029","44",0.045243757431629,0.132699167657551,0.188049940546969,0.227764565992866,0.204161712247325
"1165010634","11650",서울시 서초구 잠원동 63-34,"63","34",잠원동,한신로얄,37.513356000000002,127.009021000000004,2동,한신공영(주),"1992","208",지역난방,도시가스,13층,10층,"1.15","-","0","90.37","93.78","81.05","84.56",서울시 서초구 신반포로33길 64,서울시 서초구 잠원동,,,,,,,"539","1","14","20","12","11","1165010600",아파트,"1165000630034","27",0.075694056269796,0.118828023104154,0.171185019564001,0.237888950996831,0.194941307993291
"1165010627","11650",서울시 서초구 잠원동 60-4,"60","4",잠원동,한신타운,37.509509999999999,127.011470000000003,1동,한신공영,"1989","110",지역난방,열병합,15층,9층,"0","-","-","79.93","98.02","63.94","78.39",서울시 서초구 나루터로4길 70-5,서울시 서초구 잠원동,,,,,,,"3527","1","12","9","8","11","1165010600",아파트,"1165000600004","29",0.052569750367107,0.161380323054332,0.185413607440039,0.224033284385707,0.181057268722467
"1165010304","11650",서울시 서초구 우면동 70,"70","0",우면동,코오롱,37.472577000000001,127.027653999999998,6동,코오롱건설(주),"1994","300",개별난방,도시가스,6층,6층,"1.02","-","0","73.06","73.06","52.47","52.47",서울시 서초구 바우뫼로 53,서울시 서초구 우면동,,,,,,,"509","1","10","12","5","11","1165010300",아파트,"1165000700000","22",0.024470374985839,0.095162569389373,0.183867678713039,0.252407386428004,0.233828027642459
"1165010303","11650",서울시 서초구 우면동 67,"67","0",우면동,우면한라,37.471696000000001,127.025664000000006,7동,한라건설(주),"1994","252",개별난방,도시가스,6층,6층,"0.87","-","-","78.93","78.93","59.98","59.98",서울시 서초구 바우뫼로 33,서울시 서초구 우면동,,,,,,,"510","1","10","7","6","11","1165010300",아파트,"1165000670000","23",0.037297426120114,0.098069590085795,0.165633937082934,0.212225929456623,0.226882745471875
"1165010640","11650",서울시 서초구 잠원동 71-11,"71","11",잠원동,반포한신타워,37.510980000000004,127.006060000000005,2동,한신공영(주),"1996","250",중앙난방,열병합,18층,8층,"1","-","0","83.77","159.58","59.4","131.99",서울시 서초구 잠원로3길 8,서울시 서초구 잠원동,,,,,,,"540","1","22","39","20","11","1165010600",아파트,"1165000710011","32",0.074112330535829,0.107424144609425,0.162040025823111,0.247320852162685,0.208392511297611
"1165010833","11650",서울시 서초구 서초동 1487-63,"1487","63",서초동,서초e-편한세상1차,37.481180999999999,127.006940999999998,2동,대림산업(주),"2004","154",개별난방,도시가스,15층,6층,"2.03","-","0","158.86","158.86","130.53","130.53",서울시 서초구 명달로6길 31,서울시 서초구 서초동,,,,,,,"10139","1","5","1","0","11","1165010800",아파트,"1165014870063","48",0.073495280829335,0.130512146062199,0.154417453195109,0.223967197895712,0.212285316416522
"1165010641","11650",서울시 서초구 잠원동 71-12,"71","12",잠원동,킴스빌리지,37.510812000000001,127.006469999999993,1동,시대종합건설,"1996","160",개별난방,도시가스,15층,14층,"0.86","-","0","34.79","55.09","23.7","37.58",서울시 서초구 잠원로3길 6,서울시 서초구 잠원동,,,,,,,"8219","1","12","9","2","11","1165010600",아파트,"1165000710012","13",0.072337042925278,0.111817700052993,0.165253488782899,0.251192368839426,0.206853912736264
"1165010846","11650",서울시 서초구 서초동 1671-5,"1671","5",서초동,서초리시온,37.493459999999999,127.015519999999995,1동,대림산업(주),"2003","293",개별난방,도시가스,14층,8층,"0.8","-","0","33.21","100.47","25.98","78.58",서울시 서초구 서초중앙로22길 25,서울시 서초구 서초동,,,,,,,"9059","1","17","13","3","11","1165010800",아파트,"1165016710005","19",0.043935536238319,0.181999819623569,0.204269371388137,0.197019626343285,0.170948294402088
"1165010609","11650",서울시 서초구 잠원동 50,"50","0",잠원동,롯데캐슬갤럭시1차,37.520366000000003,127.016502000000003,5동,롯데건설(주),"2002","256",개별난방,열병합,25층,14층,"1.83","-","0","140.41","193.84","106.15","151.11",서울시 서초구 잠원로14길 3,서울시 서초구 잠원동,,,,,,,"2996","1","7","5","9","11","1165010600",아파트,"1165000500000","42",0.040116145793535,0.119660732024145,0.192939558340337,0.246122105906624,0.212042484908687
"1165010841","11650",서울시 서초구 서초동 1620-20,"1620","20",서초동,서초롯데캐슬리버티,37.487479999999998,127.016729999999995,3동,롯데건설주식회사,"2005","132",개별난방,도시가스,12층,7층,"1.74","-","-","81.94","152.02","62.85","126.52",서울시 서초구 사임당로10길 39,서울시 서초구 서초동,,,,,,,"13440","1","13","7","0","11","1165010800",아파트,"1165016200020","45",0.019761775852734,0.121819166215486,0.198971304818627,0.246616134271794,0.206280454791556
"1165010817","11650",서울시 서초구 서초동 1338,"1338","0",서초동,현대ESA,37.490982000000002,127.029438999999996,1동,현대건설(주),"2002","122",중앙난방,도시가스,18층,12층,"1.76","-","-","131.58","215.62","100.06","163.95",서울시 서초구 효령로77길 20,서울시 서초구 서초동,,,,,,,"3412","1","13","7","7","11","1165010800",아파트,"1165013380000","65",0.039767259706837,0.140091753384804,0.206198948192906,0.237865055387714,0.192771623587333
"1165010616","11650",서울시 서초구 잠원동 54-7,"54","7",잠원동,신화,37.515720999999999,127.013734999999997,1동,신화건설(주),"1997","166",개별난방,도시가스,18층,16층,"1","-","0","76.94","109.7","57.33","84.85",서울시 서초구 잠원로14길 54,서울시 서초구 잠원동,,,,,,,"515","1","11","27","9","11","1165010600",아파트,"1165000540007","23",0.074811771330844,0.108619934511022,0.170751037604021,0.244707698083300,0.197551463073811
"1165010620","11650",서울시 서초구 잠원동 58,"58","0",잠원동,금호베스트빌,37.514715000000002,127.014155000000002,2동,금호산업(주),"2002","117",지역난방,열병합,17층,9층,"1.84","-","-","101.34","166.07","84.97","140.36",서울시 서초구 나루터로 46,서울시 서초구 잠원동,,,,,,,"3413","1","4","9","0","11","1165010600",아파트,"1165000580000","50",0.050668413853351,0.111314183247699,0.177190018046600,0.249583318965023,0.213018839730107
"1165010807","11650",서울시 서초구 서초동 1326,"1326","0",서초동,삼성서초가든스위트,37.494844999999998,127.025850000000005,3동,삼성물산(주)주택부문,"2000","141",중앙난방,도시가스,23층,2층,"5.11","-","-","236.14","355.48","162.73","244.97",서울시 서초구 서운로 122,서울시 서초구 서초동,,,,,,,"3008","1","9","19","1","11","1165010800",아파트,"1165013260000","83",0.030635899996433,0.139733942009343,0.202931630942615,0.244409572381325,0.206569421163379
"1165010309","11650",서울시 서초구 우면동 735,"735","0",우면동,서초네이처힐7단지,37.461908000000001,127.023281999999995,5동,(주)태영건설,"2011","275",개별난방,도시가스,17층,5층,"1.12","-","0","85.73","120.25","59.99","84.77",서울시 서초구 태봉로2길 10,서울시 서초구 우면동,,,,,,,"103239","1","6","3","1","11","1165010300",아파트,"1165007350000","25",0.050285592270325,0.110126514706667,0.178401750920834,0.240804996530186,0.217156888912613
"1165010618","11650",서울시 서초구 잠원동 56-2,"56","2",잠원동,신반포27차,37.515948000000002,127.009681999999998,1동,한신공영(주),"1985","156",지역난방,열병합,12층,12층,"0.5","-","0","58.06","118.82","53.46","84.49",서울시 서초구 잠원로8길 3,서울시 서초구 잠원동,,,,,,,"530","1","21","10","3","11","1165010600",아파트,"1165000560002","17",0.051547738824790,0.112673295788635,0.185689459173407,0.235238008127426,0.209326939410174
"1165010850","11650",서울시 서초구 서초동 1684,"1684","0",서초동,서초현대4차,37.500145000000003,127.017343999999994,3동,현대산업개발(주),"2000","160",지역난방,열병합,18층,9층,"1.48","-","0","67.04","172.27","52.36","140.03",서울시 서초구 고무래로 94,서울시 서초구 서초동,,,,,,,"3013","1","4","4","8","11","1165010800",아파트,"1165016840000","52",0.091729147141518,0.100105435801311,0.162781162136831,0.271321462043110,0.178947985004685
"1165010805","11650",서울시 서초구 서초동 1316-15,"1316","15",서초동,현대성우,37.498106999999997,127.024443000000005,1동,성우종합건설(주),"2002","138",지역난방,열병합,24층,6층,"2.56","-","-","156.17","285.61","133.48","244.14",서울시 서초구 강남대로61길 23,서울시 서초구 서초동,,,,,,,"9785","1","5","2","7","11","1165010800",아파트,"1165013160015","57",0.041117040915651,0.163796865035410,0.192259926828449,0.237572584164064,0.190615245191823
"1165010815","11650",서울시 서초구 서초동 1337-22,"1337","22",서초동,서초대우디오빌프라임,37.491599999999998,127.030120999999994,1동,(주)대우건설,"2005","112",개별난방,도시가스,15층,15층,"1.75","-","-","56.35","107.6","44.5","84.97",서울시 서초구 강남대로 321,서울시 서초구 서초동,,,,,,,"17384","1","13","6","4","11","1165010800",아파트,"1165013370022","31",0.034097051228155,0.153609392829261,0.217051528436732,0.232260825175667,0.190896943126540
"1165011105","11650",서울시 서초구 신원동 557,"557","0",신원동,힐스테이트서초젠트리스,37.456285000000001,127.057657000000006,9동,현대엔지니어링주식회사,"2014","256",개별난방,도시가스,9층,5층,"1.51","-","-","114.32","153.03","84.95","114.9",서울시 서초구 헌릉로8길 10-12,서울시 서초구 신원동,,,,,,,"107070","1","7","3","1","11","1165011100",아파트,"1165005570000","34",0.038171140939597,0.097315436241610,0.164569351230423,0.215324384787471,0.225531319910512
"1165010843","11650",서울시 서초구 서초동 1641-1,"1641","1",서초동,서초삼성래미안,37.493178999999998,127.019470999999996,3동,삼성물산(주),"2001","299",지역난방,열병합,16층,16층,"1.59","-","0","108.06","191.27","84.89","150.25",서울시 서초구 사임당로17길 116,서울시 서초구 서초동,,,,,,,"3407","1","17","2","1","11","1165010800",아파트,"1165016410001","46",0.036814496900334,0.139532665712923,0.194229852169766,0.235956127801621,0.202670481640438
"1165010701","11650",서울시 서초구 반포동 10,"10","0",반포동,반포푸르지오,37.503757000000000,126.995818999999997,3동,(주)대우,"2000","237",개별난방,도시가스,12층,12층,"1.05","-","1","64.17","108.81","50.02","84.82",서울시 서초구 신반포로15길 4,서울시 서초구 반포동,,,,,,,"3501","1","13","3","0","11","1165010700",아파트,"1165000100000","32",0.098594037913017,0.103490925612742,0.136027462957821,0.226241260065123,0.191912562788702
"1165010819","11650",서울시 서초구 서초동 1344-13,"1344","13",서초동,서초트라팰리스,37.486801000000000,127.028328999999999,3동,삼성물산(주),"2005","257",개별난방,열병합,25층,11층,"1.66","-","1","93.71","198.6","73.42","155.55",서울시 서초구 효령로72길 57,서울시 서초구 서초동,,,,,,,"12233","1","2","11","10","11","1165010800",아파트,"1165013440013","50",0.043870750021091,0.114823251497511,0.195393571247785,0.244621614781067,0.203113135914958
"1165010135","11650",서울시 서초구 방배동 923-6,"923","6",방배동,방배아크로타워,37.483207999999998,126.995143999999996,2동,대림산업㈜,"2007","116",개별난방,도시가스,10층,10층,"1.64","-","-","65.64","110.9","51.35","84.96",서울시 서초구 방배로13길 18,서울시 서초구 방배동,,,,,,,"25849","1","8","1","0","11","1165010100",아파트,"1165009230006","23",0.054851090705923,0.124453432444251,0.181290385269398,0.213282806199292,0.188820871593063
